Neural Net 441 0.00043845176696777344 0.00011181831359863281
AdaBoost 441 0.00039839744567871094 0.004257678985595703
Naive Bayes 441 0.0004303455352783203 0.00010752677917480469
QDA 441 0.0004439353942871094 0.00011396408081054688
Grad Boost 441 0.0003991127014160156 0.00019502639770507812
HistGradientBoostingClassifier 441 0.0006041526794433594 0.0007085800170898438
Nearest Neighbors 529 0.0004603862762451172 0.00042176246643066406
Linear SVM 529 0.00047278404235839844 0.000194549560546875
RBF SVM 529 0.00046944618225097656 0.0004267692565917969
Decision Tree 529 0.0004622936248779297 6.389617919921875e-05
Random Forest 529 0.0004544258117675781 0.0008628368377685547
Neural Net 529 0.0004992485046386719 0.00010991096496582031
AdaBoost 529 0.0004677772521972656 0.0040509700775146484
Naive Bayes 529 0.0004918575286865234 0.0001595020294189453
QDA 529 0.0004696846008300781 0.00010585784912109375
Grad Boost 529 0.00048041343688964844 0.00017499923706054688
HistGradientBoostingClassifier 529 0.0007097721099853516 0.000640869140625
Nearest Neighbors 625 0.0005383491516113281 0.00039577484130859375
Linear SVM 625 0.0005202293395996094 9.775161743164062e-05
RBF SVM 625 0.0005507469177246094 0.0004322528839111328
Decision Tree 625 0.00049591064453125 6.29425048828125e-05
Random Forest 625 0.0005261898040771484 0.0009224414825439453
Neural Net 625 0.000579833984375 0.00010633468627929688
AdaBoost 625 0.0005385875701904297 0.004060983657836914
Naive Bayes 625 0.000522613525390625 0.00010275840759277344
QDA 625 0.000553131103515625 0.00014638900756835938
Grad Boost 625 0.0005261898040771484 0.00017189979553222656
HistGradientBoostingClassifier 625 0.0008161067962646484 0.0007257461547851562
Nearest Neighbors 729 0.0006453990936279297 0.0004069805145263672
Linear SVM 729 0.0006535053253173828 0.00010967254638671875
RBF SVM 729 0.0006308555603027344 0.0004305839538574219
Decision Tree 729 0.0006222724914550781 6.341934204101562e-05
Random Forest 729 0.0006155967712402344 0.0008792877197265625
Neural Net 729 0.0006792545318603516 0.00010919570922851562
AdaBoost 729 0.0006349086761474609 0.0040090084075927734
Naive Bayes 729 0.0006101131439208984 0.00010037422180175781
QDA 729 0.0006394386291503906 0.00010824203491210938
Grad Boost 729 0.0006117820739746094 0.00017499923706054688
HistGradientBoostingClassifier 729 0.0009434223175048828 0.0007536411285400391
Nearest Neighbors 841 0.0007069110870361328 0.0003933906555175781
Linear SVM 841 0.0007064342498779297 0.0001251697540283203
RBF SVM 841 0.000736236572265625 0.000453948974609375
Decision Tree 841 0.0007350444793701172 6.937980651855469e-05
Random Forest 841 0.0007014274597167969 0.0009152889251708984
Neural Net 841 0.0007658004760742188 0.00010514259338378906
AdaBoost 841 0.0007040500640869141 0.0040988922119140625
Naive Bayes 841 0.0007023811340332031 0.00013971328735351562
QDA 841 0.0008714199066162109 0.00012254714965820312
Grad Boost 841 0.0007812976837158203 0.0002040863037109375
HistGradientBoostingClassifier 841 0.0010597705841064453 0.0009362697601318359
